tenure_months,salary_usd,avg_weekly_hours,trainings_completed,tickets_per_month,job_satisfaction,left_company
45,43200,42.0,0,37,3,1
22,42300,37.7,6,38,4,0
33,46000,35.6,3,32,3,0
63,47300,35.4,1,38,2,0
39,44800,43.8,5,40,2,0
25,43400,44.0,4,30,4,0
19,44200,43.5,4,36,4,0
58,48900,38.2,1,50,1,1
36,45500,49.7,2,46,3,0
29,46700,48.9,4,45,4,0
48,51000,42.6,4,48,2,0
40,44700,41.2,4,40,3,0
21,47500,35.3,2,44,2,0
28,42800,41.8,4,38,4,0
24,42500,42.1,3,34,4,0
22,40000,48.1,6,38,4,0
19,39800,43.2,5,40,4,0
30,51800,47.5,4,34,3,0
27,45400,41.3,3,38,4,0
45,43700,42.7,2,33,3,0
42,44300,41.9,1,38,3,0
43,43100,37.5,3,35,2,0
49,44300,45.8,3,48,3,0
32,49100,42.2,2,33,4,0
57,45600,37.5,3,38,1,1
35,42900,45.3,4,39,2,1
42,45200,44.3,3,40,2,1
24,46200,41.9,2,33,3,0
36,48400,44.2,3,30,3,0
35,43800,39.0,3,45,2,1
35,46700,46.3,5,40,4,0
42,46400,40.9,5,36,3,0
31,46900,46.2,2,39,3,0
17,41800,48.5,4,34,4,0
21,43700,44.1,2,45,4,0
36,43500,50.3,2,41,3,0
21,39500,53.0,6,36,3,0
48,43100,42.3,1,39,2,1
39,45800,35.4,3,36,4,1
42,45700,43.6,3,28,3,0
51,46700,39.7,2,48,3,0
37,45300,44.0,4,35,2,0
22,42800,45.7,4,34,3,0
17,41200,48.7,4,38,5,0
38,44100,41.9,3,41,3,0
63,45700,46.9,1,46,2,0
18,41200,44.8,6,40,5,0
32,45000,43.6,2,40,5,1
43,48000,33.1,1,55,1,0
29,40500,44.8,3,38,4,0
43,45600,42.3,3,39,2,0
41,49400,39.0,0,47,2,0
25,41600,43.1,4,39,5,0
21,36100,46.1,3,29,4,0
51,46300,41.3,3,44,2,0
36,42500,40.9,3,47,4,0
15,40200,46.2,5,35,5,0
44,46100,39.1,0,36,4,0
25,40700,44.1,7,42,4,1
42,49700,35.3,0,36,2,0
39,44000,39.0,1,53,2,1
25,43600,39.7,3,34,2,0
25,46100,37.4,2,30,4,0
43,46700,38.5,1,51,2,0
38,45400,41.4,2,40,4,0
28,44600,41.3,6,36,3,0
55,49300,40.7,3,45,1,1
50,47700,34.9,1,39,2,0
48,47700,39.4,2,39,2,1
22,44800,44.8,4,41,4,0
39,47400,39.6,5,40,3,0
28,49100,37.3,2,40,3,0
32,42100,42.9,3,38,4,0
49,46900,48.5,4,43,1,0
49,45000,37.4,3,52,4,0
36,49300,40.0,4,39,4,0
23,43600,51.6,6,52,5,0
12,44300,47.4,2,39,3,0
37,42000,39.6,0,39,3,0
35,44400,41.3,2,40,4,0
25,44200,34.1,3,37,5,0
49,44800,39.6,1,37,3,0
29,42700,40.0,3,38,4,0
57,46900,43.8,4,43,2,1
38,43100,41.7,4,35,3,0
40,43000,42.6,1,41,2,0
28,45200,39.7,5,36,5,0
37,45500,38.5,1,41,2,0
49,44800,43.4,3,48,2,1
30,43400,41.5,1,37,3,0
19,46500,40.8,3,31,3,0
40,45800,39.5,3,46,3,1
43,43100,42.1,0,33,3,0
42,46600,40.6,4,44,3,0
49,47600,40.4,2,49,2,1
42,41900,40.2,2,32,3,0
47,43800,38.0,1,39,3,0
41,43100,40.6,3,41,3,0
26,41600,41.4,4,38,4,0
12,38000,42.5,5,27,5,0
54,47100,36.5,2,45,2,0
18,41300,33.2,3,39,5,0
24,42800,37.5,1,36,4,0
38,45000,39.8,1,44,2,0
41,44400,47.2,4,42,1,1
46,43200,42.4,3,38,2,0
41,49100,44.1,3,36,2,0
32,44800,45.2,2,40,3,0
44,49900,37.0,2,37,2,0
22,43600,48.1,3,35,3,0
44,48300,38.1,3,44,3,0
40,44600,43.9,3,41,2,0
54,44800,44.5,2,48,2,1
33,47600,37.5,2,35,3,0
15,42700,47.6,4,38,5,0
10,38500,44.8,3,32,5,0
32,45800,42.2,3,36,2,1
28,39700,42.2,4,38,3,0
12,41600,43.5,5,25,3,0
14,39200,47.7,3,33,4,0
25,38900,50.9,5,43,4,0
50,46600,41.4,2,38,2,1
28,42600,41.5,3,42,4,0
45,47700,40.4,4,46,2,0
40,48500,37.6,2,42,2,0
34,43200,42.2,2,42,4,0
37,49600,42.4,3,43,3,0
29,45300,43.1,3,38,4,0
48,46200,41.2,4,37,3,0
26,45300,39.8,2,36,4,0
13,41100,44.1,3,40,5,0
60,50200,32.4,1,47,1,0
7,42200,45.1,4,32,3,1
36,43700,40.4,2,35,5,0
31,44200,44.5,3,36,4,0
71,45100,40.1,1,51,1,1
52,43300,42.4,2,46,2,0
30,42100,47.4,3,36,3,0
18,43500,39.5,5,42,3,0
28,44400,41.6,1,38,2,0
41,44700,41.5,4,40,2,0
39,46100,35.1,1,47,2,0
37,44300,46.2,4,41,3,1
35,42200,34.8,4,36,5,0
23,44700,41.6,3,38,3,0
21,45300,45.9,5,45,3,1
45,48200,39.2,0,37,2,0
33,43700,40.8,3,40,3,1
37,45700,43.6,5,47,3,0
48,47300,43.1,3,51,2,0
33,45000,44.1,1,37,4,0
61,44000,40.4,3,49,1,1
32,46100,42.3,2,42,3,0
35,43900,43.2,3,31,5,0
41,47000,40.3,3,45,2,0
44,49400,38.7,4,29,2,1
14,38400,46.5,6,43,5,0
43,48100,43.2,4,42,1,0
35,46400,39.0,3,40,4,0
47,43600,42.6,3,44,3,0
46,42500,39.6,4,34,3,0
56,49400,42.0,1,51,1,1
42,46900,37.7,3,42,2,0
36,46900,52.9,4,31,3,0
83,49000,36.6,1,47,1,1
34,43800,42.8,5,42,1,0
28,45600,38.6,4,44,3,0
46,48700,40.1,3,50,2,0
53,47600,41.0,3,37,2,0
26,41800,37.2,2,34,4,1
46,44400,39.6,2,32,2,0
39,47500,40.3,2,38,3,0
21,42000,45.0,6,33,4,0
27,46400,44.4,3,39,4,0
39,45900,38.7,4,44,2,1
20,38900,46.2,5,30,4,0
23,44700,40.0,3,34,5,0
12,45300,43.8,3,35,3,0
60,45200,41.9,5,49,3,0
23,39400,45.2,4,39,5,0
43,49100,44.5,3,43,2,0
50,49200,37.3,0,52,3,0
52,44800,42.2,2,42,1,0
42,44300,37.0,0,38,3,0
41,45000,42.3,3,40,1,0
46,50300,41.5,4,44,2,1
33,47900,44.9,4,33,2,0
41,49600,42.4,3,49,2,0
30,48100,39.7,3,40,3,0
41,45400,37.0,2,40,3,0
33,43700,40.0,4,38,3,0
15,41700,43.5,5,33,4,1
34,41400,43.6,4,47,3,0
21,41600,47.7,3,50,4,1
52,45300,36.5,3,39,2,0
42,45000,43.4,1,42,4,0
31,48500,43.6,4,36,4,0
13,43500,41.8,3,33,4,0
30,42200,38.8,3,34,4,0
50,44400,43.5,1,39,4,0
34,44500,50.4,4,48,4,0
38,44700,44.3,4,38,2,0
36,37900,46.6,3,41,2,1
41,44300,41.3,3,35,4,0
30,39000,43.4,3,45,2,0
29,45600,49.0,4,45,4,0
55,45400,37.5,0,48,2,0
28,41200,32.7,4,35,5,0
47,42900,43.5,2,41,1,1
31,42800,45.8,4,36,5,0
12,44200,41.2,6,32,4,1
56,51700,40.4,3,49,1,1
47,43300,35.8,1,34,4,0
24,45100,49.7,3,35,3,0
46,44100,33.5,2,44,1,0
38,46400,32.8,3,40,3,0
44,47300,48.8,5,34,3,0
43,48600,36.6,1,48,2,0
26,39700,42.9,3,38,4,0
42,48100,42.6,1,44,1,1
35,45000,42.5,4,41,2,0
32,44100,37.8,1,45,2,1
41,44900,44.1,5,41,1,0
36,49400,43.1,3,53,2,0
50,51000,36.1,0,45,2,1
26,45100,46.6,4,36,4,1
30,47000,54.6,4,37,2,1
29,39300,48.2,4,33,5,0
17,43600,46.6,4,25,5,0
62,49700,35.0,0,41,2,0
32,45800,51.2,3,35,3,0
35,42100,43.7,4,43,3,0
29,42300,48.4,5,36,4,0
19,42700,43.5,3,37,4,0
1,37900,42.6,5,31,5,0
43,49500,42.3,2,49,1,1
19,44400,45.0,5,37,3,0
23,44500,46.6,3,27,3,0
28,42600,45.7,5,38,5,0
12,42000,37.8,2,36,3,0
33,46000,40.9,2,44,2,1
55,46200,43.2,1,54,1,1
39,50500,40.5,1,53,1,1
45,45200,44.7,2,42,3,0
40,44500,43.2,3,52,3,0
35,45800,45.0,3,43,3,0
30,42100,46.2,5,41,4,1
29,42100,40.8,3,38,3,1
32,45800,36.9,3,42,3,0
11,41800,46.3,5,31,5,1
42,45100,41.5,4,42,3,0
51,48800,37.4,1,42,2,0
33,47000,44.0,4,41,2,1
49,42900,40.1,2,39,1,1
34,40600,47.9,3,38,3,0
34,43400,42.9,3,43,2,0
60,43400,37.4,3,39,1,0
32,46700,46.4,2,35,4,0
33,43000,43.4,3,42,3,0
45,44200,42.2,0,31,3,0
41,46800,46.6,4,45,3,1
4,43500,50.5,7,27,5,0
37,45600,38.5,0,51,2,1
30,44600,42.1,2,47,3,0
29,42100,32.2,3,42,4,0
31,42500,42.5,2,38,3,1
20,36900,39.1,3,44,5,0
28,43400,39.3,0,40,3,0
34,45700,48.9,3,38,4,0
41,46100,41.4,2,41,1,1
18,45000,51.2,6,45,4,0
40,44300,44.5,3,43,2,0
46,48400,42.8,3,47,2,1
55,51300,44.2,4,47,2,0
35,42500,37.9,5,36,5,0
47,46600,42.6,3,43,2,0
29,46600,41.2,4,41,2,0
12,41900,42.1,5,37,5,0
38,49200,32.3,1,38,3,0
36,45000,37.6,2,40,3,0
51,44200,37.9,2,36,3,0
20,44500,41.7,2,43,3,1
40,49100,44.4,3,37,1,1
51,46200,39.7,1,43,1,0
41,45400,40.6,2,39,1,1
36,43200,41.6,3,34,4,0
32,44700,43.6,2,46,3,0
38,44900,44.7,2,31,5,0
30,45000,47.1,3,34,4,0
38,46700,37.9,4,44,2,0
35,46100,40.0,2,51,1,1
49,44500,38.6,2,42,2,0
45,48700,38.2,3,41,2,0
22,44200,45.0,6,31,4,1
40,45900,40.0,1,45,3,1
55,46800,38.5,3,41,2,0
41,50200,48.4,5,37,3,0
35,47100,44.1,4,41,3,0
21,39800,46.0,2,37,4,0
42,49300,41.3,1,39,1,0
46,46200,38.5,3,35,2,1
52,47000,37.7,2,42,2,0
33,41800,44.5,4,33,3,0
25,41300,40.2,2,39,5,0
19,41300,47.9,4,40,4,0
59,49000,37.7,3,48,1,0
42,47700,36.1,0,41,1,0
51,48700,45.2,0,51,2,1
69,47100,40.5,1,51,2,0
21,45900,42.6,4,38,2,0
65,48600,39.8,1,49,1,1
37,46900,45.6,3,41,3,1
47,48300,40.4,0,37,2,1
38,44500,42.0,5,46,3,0
58,50000,40.2,0,46,1,0
54,50400,39.1,3,43,1,0
20,41700,44.4,5,38,2,0
45,46100,39.2,1,36,2,0
46,50300,44.1,3,47,2,0
52,45700,41.9,2,48,1,1
37,48400,40.3,1,45,3,0
65,54300,34.2,1,40,1,0
22,45600,40.4,2,37,2,0
24,45100,40.3,3,39,4,0
33,47200,43.9,4,34,1,1
48,43600,42.7,3,38,2,0
34,41700,39.6,3,32,2,1
50,49600,39.6,1,41,1,1
50,45900,31.9,2,41,1,1
34,41100,38.4,1,41,3,0
26,43500,42.4,5,37,5,0
26,45900,36.2,5,31,4,0
20,43300,44.0,5,39,4,0
29,39800,45.2,4,38,3,0
23,42600,46.2,3,42,4,1
41,45000,46.4,3,44,2,1
43,48000,40.0,2,29,2,0
38,47200,37.7,2,40,3,0
51,47200,43.3,1,45,1,0
17,40900,42.6,6,33,5,0
40,48500,41.0,5,47,3,0
52,47900,44.9,4,43,2,0
47,50200,37.3,2,44,1,0
37,43400,51.1,5,32,2,1
37,42900,44.0,2,42,2,0
54,46800,43.8,1,48,2,0
18,39800,47.0,3,45,4,0
27,39400,33.1,2,38,4,0
26,43400,42.2,4,35,5,0
45,49300,38.3,1,49,2,1
21,44200,45.3,5,38,5,0
44,45300,42.0,3,40,2,1
15,42100,45.1,2,25,4,0
42,49200,40.8,0,45,2,0
44,44400,38.1,2,41,3,0
38,49800,39.9,4,40,3,0
33,46400,38.5,1,43,3,0
50,45100,38.7,2,48,1,1
25,43600,44.2,4,36,5,0
55,47100,33.4,2,45,2,0
35,42500,44.4,5,44,3,0
19,38700,50.0,5,35,5,0
34,42200,44.0,3,45,4,0
44,44400,38.4,1,45,2,0
73,48000,33.7,0,47,1,0
41,47300,42.2,1,41,4,0
23,47600,41.6,4,34,4,0
40,49900,46.8,4,36,4,0
40,45700,41.2,3,34,3,0
46,44500,38.5,5,46,3,0
53,50500,40.6,2,41,2,0
39,45400,36.4,3,47,2,0
43,48000,44.0,2,45,2,0
23,48500,47.6,4,46,3,0
29,49200,37.1,4,39,3,0
30,44000,34.5,0,43,3,1
18,37600,48.5,4,32,5,0
10,44400,47.4,6,32,5,0
35,45400,39.1,2,44,4,0
30,45500,40.8,1,42,4,0
27,42300,44.4,5,36,5,0
22,46800,41.4,4,45,5,0
18,43500,44.6,3,25,3,0
30,50700,44.3,4,43,2,0
47,47200,43.4,1,45,1,1
35,43200,42.5,3,36,3,0
41,49400,37.1,0,35,3,0
28,39800,40.8,1,35,4,0
30,43900,41.0,2,32,4,0
15,43700,43.8,5,37,5,0
19,44200,40.7,3,32,5,0
48,43500,39.4,4,33,3,0
39,51000,46.3,3,40,1,1
53,47400,38.6,3,49,2,0
21,43100,46.2,3,42,4,0
35,44000,39.0,2,38,4,0
11,39100,45.8,5,27,4,0
60,51900,38.1,1,45,1,0
58,52600,37.6,2,43,1,0
20,40500,44.0,5,35,4,0
46,43200,45.0,4,49,4,0
46,45500,33.0,2,44,2,0
39,44000,39.4,1,40,3,1
32,44300,35.4,2,41,3,0
32,43100,50.7,4,42,3,0
30,44100,41.6,3,43,2,0
38,48200,38.1,1,48,2,0
36,45600,47.1,4,37,3,0
33,43500,40.5,5,42,3,0
45,44900,39.0,4,48,3,0
29,46000,44.7,5,34,4,1
41,42400,39.1,1,37,3,0
24,40800,41.5,3,46,2,0
18,43900,38.8,2,45,4,0
32,45800,45.6,2,47,2,1
18,38500,50.2,4,34,4,0
20,41900,44.1,2,39,4,0
44,48900,40.4,3,45,3,0
33,42500,38.7,2,36,5,0
48,46500,41.0,2,51,3,0
52,43900,40.2,2,48,1,1
32,41900,39.7,3,34,4,0
18,42800,42.3,4,33,5,0
34,40600,41.3,4,41,4,0
14,48200,42.9,4,36,3,0
54,49800,32.2,0,49,1,0
43,43000,37.1,1,35,1,1
27,39300,46.4,4,38,4,0
41,47100,43.5,3,41,1,0
17,41300,44.9,5,33,5,0
56,50600,41.9,5,39,1,1
34,42600,42.5,1,36,3,0
57,49900,41.9,2,43,1,1
25,45100,48.8,3,32,3,0
38,41900,43.3,1,44,3,0
47,45000,44.7,2,51,1,1
31,44500,48.6,4,32,4,0
25,45700,42.4,6,38,4,0
64,50800,40.2,0,44,1,1
30,46100,44.9,3,36,2,0
32,44300,45.9,4,38,3,0
54,49500,36.5,2,44,3,0
44,47300,35.0,2,42,3,0
41,45700,39.2,0,43,2,1
42,52200,38.9,0,40,2,0
30,41900,39.9,3,38,4,0
29,48000,39.5,2,40,3,0
40,42400,40.4,3,39,3,0
30,41600,37.1,3,38,3,0
38,41600,41.4,2,33,3,1
41,44400,42.8,3,45,3,0
8,41900,50.1,5,30,5,0
51,42100,39.7,4,46,3,0
61,47400,40.3,2,40,2,0
42,45800,44.2,2,35,3,1
35,45300,38.9,2,39,3,0
24,43300,40.9,4,40,5,0
14,41400,49.3,4,38,5,0
29,39400,40.2,2,34,4,0
42,45500,41.5,2,37,3,0
45,39900,44.5,4,46,3,0
33,47600,42.6,3,41,4,0
30,43800,40.9,4,47,4,1
20,45800,42.4,4,36,5,0
19,37800,38.7,5,32,3,0
27,41700,44.9,7,36,5,0
36,45200,36.7,3,40,2,0
45,48600,43.6,2,41,3,1
28,45500,48.3,2,38,3,0
30,43800,49.8,6,36,5,0
54,49300,39.1,3,40,1,0
33,45600,42.9,2,40,3,0
36,46900,40.1,6,35,5,0
29,45600,40.8,4,47,2,1
31,47300,40.8,0,40,1,1
46,46800,40.7,3,45,3,1
46,44200,47.4,3,43,2,1
58,48700,38.3,1,38,2,0
20,46400,42.9,5,41,3,0
16,40300,41.7,3,32,4,0
30,47300,41.9,4,43,5,0
45,44000,46.6,7,44,3,1
31,43800,40.4,5,33,3,0
54,49100,34.9,0,48,2,1
48,46600,44.7,3,36,2,0
42,41700,44.3,2,43,2,1
43,46500,39.7,3,38,1,1
26,44500,45.7,3,33,3,0
50,45600,41.7,4,37,3,0
26,46200,42.5,3,45,2,1
18,45900,44.2,4,41,3,0
21,38300,46.5,3,31,4,0
34,42800,45.9,3,39,4,0
29,41900,49.8,5,35,4,0
13,39000,51.1,7,33,5,0
38,46000,51.3,4,37,2,1
51,46200,51.3,3,37,2,1
42,49300,46.6,3,37,3,0
36,48600,44.1,2,36,2,1
15,44200,42.8,4,31,5,0
36,43100,41.8,3,39,3,0
61,46400,35.9,2,42,2,1
28,41500,50.5,5,35,3,0
32,45100,44.1,5,32,2,1
20,43200,47.2,4,30,5,0
38,45900,43.0,4,46,2,0
40,45800,40.7,3,37,4,0
37,44400,41.2,5,43,1,1
34,47100,43.1,3,42,3,0
39,42000,52.8,5,38,2,0
38,47000,42.8,3,42,3,0
35,45400,39.2,1,31,5,0
37,47300,35.8,2,38,3,0
4,42100,40.6,4,25,5,0
31,44500,45.9,4,46,2,0
44,47800,37.1,3,42,3,1
32,48800,42.2,1,39,2,1
37,51400,38.6,1,46,2,0
31,42200,43.8,3,41,4,0
54,49000,41.3,4,50,1,0
25,40900,40.2,6,39,4,0
29,43900,37.6,3,35,4,0
43,40400,44.2,1,53,3,0
39,44900,43.7,2,34,4,0
55,46000,42.5,1,40,2,1
35,46300,39.4,0,40,3,0
38,45300,39.5,1,33,2,0
38,45900,42.2,4,42,1,1
17,41400,45.1,3,46,3,0
52,49500,45.5,3,52,2,0
24,41800,43.8,5,36,3,0
22,40300,49.8,6,39,3,0
42,45500,40.5,2,42,3,0
27,42300,38.7,2,38,5,0
33,46200,48.1,2,43,4,0
46,45500,39.5,5,45,4,0
29,42000,45.2,5,40,3,0
45,46900,40.5,3,41,3,0
33,40900,45.5,3,47,4,0
11,36500,51.1,4,23,5,0
38,42900,49.6,4,41,3,0
32,49900,34.5,2,40,3,0
19,39600,48.8,6,27,5,0
32,40800,42.2,4,25,4,0
42,47500,42.8,1,39,4,0
32,45600,48.8,4,48,3,0
49,47300,40.6,2,38,4,0
40,45200,37.3,4,33,2,0
33,44000,45.9,4,45,4,1
28,40300,39.5,3,46,4,0
10,42500,39.8,2,30,5,0
34,42100,42.1,3,36,2,0
43,41400,50.9,5,39,3,0
45,47300,39.8,1,41,2,1
40,47200,42.4,4,39,2,0
38,46500,38.8,0,39,3,0
26,41000,41.7,3,37,5,0
30,42800,43.7,6,39,3,0
11,43300,49.4,6,26,5,0
50,46500,37.5,2,42,2,0
21,39300,51.2,8,40,3,0
46,48500,44.2,3,41,3,0
26,39600,38.1,5,40,5,0
30,46300,41.6,4,40,4,1
37,48900,42.5,3,36,2,1
24,47400,42.7,3,33,4,0
39,46200,40.4,4,40,4,1
41,43400,39.8,2,42,3,0
35,46700,42.5,3,45,2,0
40,49600,48.2,5,43,3,0
36,43900,41.2,4,39,2,0
12,41900,42.8,5,45,4,0
19,42400,46.8,4,41,4,0
46,46800,39.2,0,44,1,1
30,46100,43.7,4,37,4,0
37,45600,37.9,0,34,3,1
25,44400,47.1,4,38,4,0
40,47200,44.2,2,42,4,0
34,48300,39.5,5,38,3,1
28,40700,41.7,2,37,5,0
46,39800,40.4,3,37,3,0
28,42100,41.8,1,30,5,0
54,45800,38.2,2,36,4,0
55,47000,38.6,2,37,2,0
33,44100,44.3,4,30,4,0
43,44800,38.7,0,44,3,0
17,43200,43.9,5,39,3,0
42,44800,42.0,0,43,4,0
22,41200,40.4,3,44,4,0
33,47200,41.9,2,48,3,0
29,42000,40.2,4,37,3,0
48,48000,38.4,3,44,2,1
44,40400,42.4,1,44,3,0
41,49100,45.0,2,50,3,0
39,42200,46.7,2,41,1,1
25,47700,47.7,5,35,5,0
43,49000,44.2,2,43,2,1
55,44400,41.0,3,55,2,1
52,46800,39.7,2,43,1,1
48,46700,36.5,2,52,1,0
53,51700,34.2,1,50,2,0
37,42100,46.0,4,48,3,0
18,41000,39.3,5,24,5,0
24,42700,43.1,1,43,4,0
43,45400,42.6,2,37,2,0
36,45200,39.0,4,34,4,0
42,51300,39.2,0,51,2,1
18,45900,37.7,4,38,4,0
37,48700,38.6,4,33,4,0
29,41900,41.0,1,35,4,0
33,47700,41.6,3,41,3,1
34,46400,47.4,6,45,4,0
39,44100,40.7,4,35,3,0
31,44100,40.5,3,44,3,0
22,39300,44.5,4,35,5,0
41,50100,41.5,2,29,2,0
32,45700,44.8,3,40,4,0
27,40200,41.6,3,47,3,0
26,42500,40.6,3,29,4,0
54,49400,38.3,0,51,3,0
70,53900,38.5,2,57,1,0
31,40300,45.3,4,43,3,0
26,45300,43.2,4,38,3,0
29,41200,45.0,4,37,4,0
42,47700,41.9,4,30,3,0
12,44100,43.6,4,34,5,0
26,47600,46.4,2,38,3,0
38,44000,42.5,2,46,3,0
52,50100,42.7,3,46,1,1
44,43100,46.6,4,38,4,0
62,48500,32.0,1,49,2,0
35,45900,40.1,2,41,2,1
36,43300,33.8,1,50,4,0
46,41300,39.0,4,40,4,0
36,45900,42.8,3,38,4,0
35,47200,49.0,3,29,3,0
35,45300,42.8,3,44,2,1
37,49500,36.4,2,39,2,0
49,41700,39.3,1,42,3,0
25,42700,43.8,2,40,4,0
28,42300,39.7,3,40,4,0
28,45900,43.8,4,39,3,0
51,49300,45.6,3,43,1,0
53,49500,43.9,3,50,2,1
37,42100,40.0,4,41,4,0
42,43700,40.0,2,45,2,0
44,45300,41.2,3,50,1,1
38,49000,41.1,2,52,3,0
36,46200,38.5,2,33,1,0
44,41000,39.7,2,37,2,0
38,45700,39.1,3,35,2,1
27,44200,48.2,3,44,4,0
37,49900,50.3,5,47,2,0
37,47100,36.5,3,39,2,0
32,42200,42.6,3,39,5,0
43,42400,41.9,4,46,4,0
44,44900,35.4,2,47,1,1
44,43500,41.1,3,32,3,0
45,46100,39.4,3,46,3,0
31,45200,39.9,3,28,3,0
20,45700,43.7,2,43,5,0
35,44600,44.2,3,40,4,0
67,52500,33.6,3,50,1,1
26,45700,40.7,4,41,4,0
40,47900,37.6,2,38,3,0
40,47100,43.0,1,43,1,1
26,42700,42.9,3,38,3,0
29,46900,47.6,4,43,4,0
35,49800,44.5,4,39,3,0
31,43400,41.5,3,39,3,0
36,42500,40.1,1,38,4,1
17,41200,39.2,4,29,5,0
39,43900,43.9,2,44,4,0
15,44200,42.4,5,32,5,0
28,45200,44.1,3,37,3,0
61,44500,44.9,1,45,2,1
47,44200,42.4,1,46,1,0
31,43600,44.9,4,37,5,0
1,36700,46.5,7,35,5,0
52,44900,42.6,3,43,3,0
19,45300,49.2,6,40,4,0
50,41800,44.2,2,41,3,0
33,47600,34.3,0,36,2,0
8,40100,52.1,5,27,5,0
53,44700,44.1,2,50,1,1
35,45700,36.4,1,35,3,0
27,46400,44.9,4,41,3,0
36,48500,36.5,1,38,4,0
46,45400,41.8,3,38,2,0
36,42600,43.2,2,46,4,0
43,46400,37.8,2,38,3,0
35,45800,43.6,3,38,3,0
42,50500,36.7,3,43,4,0
21,40200,46.4,2,31,4,0
18,45900,47.2,3,34,5,0
36,43500,46.5,4,37,5,0
36,48700,38.9,1,47,2,1
23,41900,51.6,6,31,4,0
40,46000,43.5,3,33,4,0
27,41300,42.4,2,45,3,1
12,39000,39.3,4,36,5,0
22,48100,48.1,4,37,4,0
42,43200,38.0,3,43,2,0
38,43300,40.0,4,42,4,0
19,44600,40.5,4,33,4,0
25,45300,37.7,2,39,4,0
58,48100,38.9,2,53,2,0
28,44300,43.0,3,43,3,1
49,47000,43.1,2,45,1,1
35,49400,46.3,5,35,1,1
26,46000,38.3,5,38,4,0
27,46300,43.6,3,51,2,0
25,42800,43.9,4,40,3,0
28,43200,45.8,3,44,3,0
36,47500,41.5,6,40,3,0
41,42700,41.5,4,36,4,0
41,41300,38.8,3,43,4,0
16,42000,50.6,6,37,3,0
42,48800,41.9,4,53,2,1
35,43200,41.6,2,35,4,0
44,48600,40.1,2,37,2,1
38,46400,41.6,0,42,3,0
43,48700,43.1,3,41,2,0
17,46500,44.7,3,29,4,0
67,48700,32.0,0,46,1,1
36,43800,44.7,2,36,4,0
45,45100,38.1,3,38,2,0
29,43800,44.7,4,41,3,0
30,42700,48.3,4,39,4,0
43,49000,54.0,3,43,2,1
37,47100,45.1,2,44,3,0
49,48400,43.4,1,45,3,0
23,40800,41.5,1,47,4,0
18,43900,45.5,4,32,5,0
17,41500,36.6,3,38,3,0
33,45200,46.6,2,45,4,0
31,45400,41.6,3,38,4,0
28,40900,43.9,4,36,2,0
41,46300,48.5,4,44,2,1
58,48900,41.2,0,44,1,1
35,45600,42.9,2,43,2,0
39,44100,35.2,1,38,3,0
35,43500,39.3,2,43,3,0
23,43900,40.6,4,36,4,1
39,47900,43.3,3,38,4,0
15,42900,42.6,3,36,4,0
46,46100,36.7,2,38,3,0
47,50800,37.6,0,40,2,1
42,43700,37.6,1,40,4,0
45,48400,37.5,0,40,3,0
53,52900,37.1,2,45,2,0
45,45600,38.1,2,40,2,1
29,46900,48.2,4,47,1,1
25,41400,45.7,2,38,3,1
26,43200,45.6,2,38,2,1
46,50200,40.8,2,45,1,0
23,42100,39.4,3,41,3,0
39,42700,43.1,4,45,4,0
42,45200,39.5,3,50,4,0
40,48300,34.7,4,40,3,0
19,41300,46.9,4,44,4,0
25,41400,38.5,3,34,4,0
50,44000,37.4,1,40,5,0
32,43400,38.2,3,33,3,0
31,44500,45.7,5,34,3,0
49,50800,41.3,2,52,1,1
44,44200,40.8,3,39,3,1
23,43200,45.9,5,40,4,1
12,39800,38.5,3,32,5,1
35,50600,41.4,2,51,1,1
34,44100,40.2,3,43,4,0
25,41700,40.9,4,46,4,0
43,48000,38.3,2,28,3,0
36,44700,38.6,2,37,5,0
26,45200,40.5,3,36,5,0
42,43200,39.1,4,44,3,0
33,42600,41.9,3,45,3,0
38,45700,45.6,3,38,2,1
30,47600,48.5,5,42,3,1
42,48600,41.6,4,35,3,0
10,41400,50.7,7,28,4,0
37,41800,38.4,5,48,1,0
40,47400,42.7,3,41,1,1
48,44800,36.5,1,37,2,1
33,39700,44.7,3,36,4,0
23,40400,46.3,3,39,3,0
23,47900,43.3,3,38,4,1
20,43700,43.2,6,34,4,0
19,41300,37.2,3,26,4,0
57,47500,35.9,2,32,3,0
40,44700,40.1,4,48,3,1
40,48000,36.7,2,42,2,1
34,45300,44.8,4,33,4,0
59,51000,34.2,1,47,1,0
44,43600,42.1,2,43,4,0
40,45600,43.8,1,35,2,1
23,45300,43.0,3,27,4,0
16,41400,44.0,4,31,4,1
31,40500,41.8,4,35,4,0
38,43000,39.0,1,28,3,0
47,45600,34.5,0,47,1,1
39,49400,35.5,3,40,3,0
37,45600,42.7,2,50,3,0
38,43400,46.4,4,37,4,0
29,47600,38.5,3,51,2,1
36,44800,42.0,3,37,3,0
1,36800,47.2,7,28,5,0
48,51200,41.5,0,47,2,1
19,42800,51.3,6,46,5,0
25,43700,43.0,3,35,3,1
45,48400,42.7,4,38,2,0
39,40700,44.7,4,31,2,0
38,39600,45.7,1,29,3,0
35,48700,35.5,2,33,4,0
49,46300,30.4,0,46,3,0
31,44700,44.5,6,43,3,0
39,48400,42.5,4,38,1,0
30,43900,47.2,4,34,4,0
42,45600,37.9,1,43,2,0
39,43600,38.1,2,34,3,0
